,released,year,age,sex,employed,citizen,checks
4127,Yes,1997,16,Male,Yes,Yes,0
4128,No,2001,29,Male,Yes,Yes,1
4129,Yes,1999,26,Male,Yes,Yes,3
4130,Yes,2001,18,Male,Yes,Yes,1
4131,Yes,2001,37,Male,No,Yes,4
4132,Yes,1997,35,Male,Yes,No,3
4133,Yes,2000,23,Male,Yes,Yes,0
4134,Yes,2000,17,Male,Yes,Yes,2
4135,Yes,2001,21,Male,Yes,Yes,1
4136,No,2000,29,Male,Yes,Yes,5
4137,Yes,2001,21,Male,Yes,Yes,2
4138,Yes,2001,18,Male,Yes,Yes,2
4139,Yes,1997,17,Male,Yes,No,5
4140,Yes,2001,32,Male,Yes,Yes,5
4141,Yes,2001,36,Male,Yes,Yes,3
4142,Yes,1998,23,Male,Yes,Yes,3
4143,Yes,2000,41,Male,No,No,0
4144,Yes,1998,23,Male,Yes,No,0
4145,Yes,2000,26,Male,Yes,Yes,3
4146,Yes,1997,35,Male,No,Yes,1
4147,Yes,2000,19,Male,No,Yes,3
4148,Yes,1999,22,Male,Yes,Yes,0
4149,Yes,2000,22,Male,Yes,Yes,2
4150,No,2000,23,Male,Yes,No,1
4151,Yes,1999,41,Male,Yes,Yes,4
4152,Yes,1999,41,Male,Yes,Yes,1
4153,No,1997,29,Male,Yes,No,0
4154,Yes,1998,16,Male,Yes,Yes,0
4155,Yes,1999,34,Male,Yes,No,0
4156,Yes,2000,22,Male,Yes,Yes,0
4157,Yes,1999,57,Male,No,No,3
4158,Yes,2000,15,Male,Yes,Yes,0
4159,Yes,1998,19,Male,No,Yes,4
4160,Yes,2001,22,Male,Yes,Yes,0
4161,Yes,2002,21,Male,Yes,Yes,0
4162,No,1998,16,Male,Yes,Yes,3
4163,Yes,2000,24,Male,Yes,Yes,2
4164,No,2002,39,Female,Yes,Yes,1
4165,Yes,2000,20,Male,Yes,Yes,4
4166,Yes,2001,21,Male,Yes,Yes,3
4167,Yes,1999,29,Male,No,No,0
4168,Yes,1998,16,Female,Yes,Yes,1
4169,Yes,1998,26,Male,Yes,Yes,2
4170,Yes,2000,29,Male,Yes,Yes,2
4171,Yes,2000,18,Male,Yes,No,4
4172,Yes,2002,22,Male,No,Yes,2
4173,Yes,2001,20,Male,Yes,Yes,1
4174,Yes,1997,19,Male,Yes,No,0
4175,Yes,2001,18,Male,Yes,Yes,0
4176,Yes,2000,25,Male,Yes,Yes,0
4177,Yes,2001,22,Male,Yes,Yes,3
4178,Yes,2000,19,Male,Yes,Yes,0
4179,Yes,2001,35,Male,Yes,Yes,0
4180,Yes,1997,46,Male,No,No,3
4181,Yes,2000,28,Male,Yes,No,0
4182,Yes,1998,51,Male,No,No,3
4183,Yes,1998,17,Male,No,Yes,3
4184,Yes,2001,17,Male,No,Yes,2
4185,Yes,2001,18,Male,Yes,Yes,3
4186,Yes,1997,26,Male,Yes,Yes,2
4187,No,1998,17,Male,No,Yes,1
4188,Yes,2001,20,Male,No,Yes,3
4189,Yes,1999,16,Male,Yes,Yes,5
4190,Yes,1998,18,Male,Yes,Yes,4
4191,Yes,1998,19,Male,No,Yes,0
4192,Yes,1999,19,Female,Yes,Yes,0
4193,Yes,2002,24,Male,Yes,Yes,0
4194,Yes,1998,18,Male,Yes,Yes,1
4195,No,1997,19,Male,No,No,3
4196,Yes,1997,19,Male,Yes,No,0
4197,Yes,2000,23,Male,No,Yes,0
4198,No,2000,22,Male,Yes,Yes,4
4199,Yes,1998,16,Male,Yes,Yes,0
4200,Yes,1998,17,Male,Yes,Yes,0
4201,No,2001,33,Male,No,Yes,3
4202,No,2001,47,Female,No,Yes,1
4203,Yes,1999,16,Female,Yes,Yes,1
4204,Yes,1999,18,Male,No,Yes,0
4205,Yes,1997,16,Male,Yes,No,0
4206,Yes,1999,26,Male,No,Yes,0
4207,Yes,1999,22,Male,Yes,Yes,0
4208,No,1998,19,Male,No,Yes,4
4209,Yes,2000,18,Male,Yes,Yes,0
4210,Yes,2000,17,Male,Yes,Yes,0
4211,Yes,2001,23,Male,Yes,Yes,1
4212,Yes,2002,21,Male,Yes,Yes,0
4213,Yes,2000,21,Male,No,Yes,3
4214,No,1998,18,Male,No,Yes,2
4215,No,1998,26,Male,Yes,No,1
4216,Yes,1997,20,Female,Yes,Yes,0
4217,Yes,1999,36,Male,Yes,Yes,3
4218,Yes,2001,29,Female,Yes,Yes,3
4219,Yes,2001,27,Male,Yes,Yes,1
4220,Yes,1998,14,Male,Yes,Yes,0
4221,Yes,2001,30,Male,Yes,Yes,3
4222,Yes,2000,17,Male,Yes,Yes,1
4223,Yes,1997,38,Male,No,No,1
4224,Yes,2000,25,Male,Yes,Yes,3
4225,No,1999,17,Male,Yes,Yes,0
4226,Yes,2000,21,Male,Yes,Yes,0
4227,Yes,2000,22,Male,Yes,Yes,1
4228,Yes,2001,18,Male,Yes,Yes,0
4229,No,1997,18,Male,No,No,2
4230,Yes,2001,17,Male,Yes,No,0
4231,Yes,2002,18,Male,Yes,Yes,0
4232,Yes,2001,28,Male,Yes,Yes,3
4233,Yes,1998,26,Male,Yes,Yes,3
4234,Yes,1998,16,Female,No,Yes,3
4235,Yes,2000,24,Male,No,Yes,4
4236,Yes,1999,29,Male,Yes,Yes,3
4237,Yes,1997,18,Male,Yes,Yes,2
4238,Yes,2000,15,Male,Yes,Yes,1
4239,Yes,2001,21,Male,No,Yes,1
4240,Yes,1998,24,Male,Yes,Yes,1
4241,Yes,2000,21,Male,Yes,Yes,0
4242,Yes,2000,18,Male,Yes,Yes,0
4243,Yes,1999,17,Male,Yes,Yes,0
4244,Yes,1999,35,Male,No,Yes,4
4245,Yes,2000,22,Male,Yes,Yes,0
4246,Yes,2000,32,Male,No,Yes,2
4247,Yes,2001,26,Male,Yes,Yes,0
4248,Yes,1997,18,Male,Yes,Yes,0
4249,Yes,1999,51,Male,Yes,Yes,0
4250,No,1997,30,Male,Yes,Yes,0
4251,Yes,2001,18,Male,Yes,Yes,0
4252,Yes,1998,15,Male,Yes,Yes,0
4253,Yes,2000,33,Male,Yes,Yes,3
4254,Yes,2000,24,Male,Yes,Yes,2
4255,Yes,1999,19,Male,Yes,Yes,2
4256,Yes,1999,37,Male,No,Yes,3
4257,Yes,2000,15,Male,Yes,No,1
4258,No,1997,22,Male,No,No,4
4259,Yes,1999,18,Male,No,Yes,3
4260,Yes,1998,17,Male,Yes,Yes,0
4261,Yes,1999,22,Male,Yes,Yes,4
4262,Yes,1999,33,Male,Yes,Yes,2
4263,Yes,1998,17,Male,Yes,Yes,1
4264,Yes,1998,28,Male,No,Yes,3
4265,Yes,1997,21,Male,Yes,No,1
4266,No,1999,15,Male,Yes,Yes,0
4267,Yes,1999,33,Male,Yes,Yes,0
4268,No,1998,26,Male,No,Yes,3
4269,No,2002,17,Male,No,Yes,4
4270,Yes,2001,19,Male,Yes,Yes,3
4271,Yes,2000,45,Male,Yes,Yes,0
4272,Yes,2002,30,Female,No,Yes,0
4273,No,1999,20,Male,Yes,Yes,0
4274,Yes,2000,16,Male,Yes,Yes,4
4275,Yes,2001,43,Female,No,Yes,4
4276,Yes,1997,19,Male,Yes,Yes,1
4277,Yes,1999,19,Male,Yes,Yes,2
4278,Yes,1999,14,Male,Yes,Yes,0
4279,Yes,2002,21,Male,Yes,Yes,3
4280,Yes,2000,37,Male,No,Yes,3
4281,Yes,1998,14,Female,Yes,Yes,0
4282,Yes,2002,19,Male,Yes,Yes,4
4283,Yes,2001,25,Male,Yes,Yes,2
4284,Yes,2000,20,Male,Yes,Yes,2
4285,Yes,1998,25,Male,No,No,2
4286,Yes,1998,19,Male,Yes,Yes,2
4287,Yes,2000,17,Male,Yes,Yes,2
4288,Yes,2002,33,Male,Yes,Yes,0
4289,Yes,1999,19,Male,Yes,No,0
4290,Yes,2002,19,Male,Yes,Yes,2
4291,Yes,1999,29,Female,Yes,Yes,4
4292,Yes,1999,24,Male,Yes,Yes,2
4293,Yes,2000,43,Male,No,Yes,3
4294,Yes,2001,35,Male,Yes,Yes,2
4295,Yes,1998,40,Male,No,No,3
4296,Yes,2000,15,Male,Yes,Yes,0
4297,Yes,2000,14,Male,Yes,Yes,2
4298,Yes,1999,21,Male,Yes,Yes,0
4299,Yes,2000,23,Male,Yes,Yes,0
4300,Yes,1998,30,Male,Yes,Yes,0
4301,Yes,1999,47,Male,Yes,Yes,0
4302,Yes,1998,18,Male,Yes,Yes,0
4303,Yes,2002,35,Male,Yes,Yes,2
4304,No,1998,21,Male,No,Yes,4
4305,Yes,2002,22,Male,Yes,Yes,2
4306,Yes,2001,18,Male,Yes,No,0
4307,Yes,1999,17,Male,Yes,Yes,0
4308,Yes,2001,23,Male,Yes,Yes,0
4309,No,1997,24,Male,Yes,No,4
4310,Yes,2000,16,Male,Yes,Yes,0
4311,Yes,2002,26,Male,Yes,Yes,3
4312,Yes,2000,20,Male,No,Yes,0
4313,Yes,1998,20,Female,Yes,Yes,2
4314,Yes,2000,18,Male,Yes,Yes,0
4315,Yes,2000,18,Male,Yes,Yes,0
4316,Yes,2000,20,Male,No,Yes,1
4317,Yes,1999,29,Male,No,Yes,3
4318,Yes,2002,28,Male,Yes,Yes,1
4319,No,1999,26,Male,Yes,Yes,3
4320,Yes,2001,16,Male,Yes,Yes,0
4321,Yes,2001,17,Male,Yes,Yes,0
4322,Yes,2001,17,Male,No,Yes,1
4323,Yes,1999,22,Male,No,Yes,6
4324,Yes,1999,22,Male,Yes,No,0
4325,Yes,2000,21,Male,Yes,Yes,0
4326,Yes,1998,25,Male,Yes,Yes,1
4327,Yes,1997,15,Female,Yes,No,1
4328,Yes,1997,23,Male,Yes,Yes,4
4329,No,1999,27,Male,Yes,Yes,3
4330,Yes,2000,20,Male,Yes,Yes,1
4331,Yes,2001,18,Male,Yes,Yes,0
4332,Yes,1999,43,Male,Yes,Yes,1
4333,Yes,1997,23,Male,No,No,3
4334,Yes,1997,64,Male,Yes,Yes,2
4335,Yes,1999,23,Male,Yes,No,1
4336,No,2002,23,Male,Yes,Yes,3
4337,Yes,1999,25,Male,Yes,Yes,1
4338,Yes,2000,16,Male,Yes,Yes,1
4339,Yes,1999,16,Male,Yes,Yes,2
4340,Yes,2002,20,Male,Yes,No,0
4341,Yes,1999,17,Male,Yes,Yes,2
4342,Yes,2000,23,Male,Yes,Yes,2
4343,Yes,2000,19,Male,Yes,No,1
4344,Yes,1997,18,Male,Yes,Yes,4
4345,Yes,1999,20,Male,Yes,Yes,2
4346,No,2002,17,Male,Yes,Yes,0
4347,No,1999,16,Male,Yes,Yes,3
4348,Yes,2002,18,Male,Yes,Yes,2
4349,Yes,2000,16,Male,Yes,Yes,0
4350,Yes,1999,55,Male,Yes,No,2
4351,Yes,2001,50,Male,Yes,Yes,3
4352,No,1999,25,Female,No,Yes,3
4353,Yes,1999,19,Male,Yes,Yes,0
4354,Yes,1998,17,Female,Yes,Yes,3
4355,Yes,2000,26,Male,Yes,Yes,1
4356,Yes,1999,16,Male,Yes,Yes,4
4357,Yes,2000,25,Male,Yes,Yes,2
4358,Yes,1998,18,Male,Yes,Yes,0
4359,Yes,2001,29,Male,Yes,No,3
4360,Yes,2001,16,Female,Yes,Yes,0
4361,Yes,1998,17,Male,Yes,Yes,3
4362,No,1997,48,Male,Yes,No,3
4363,Yes,2000,23,Male,Yes,Yes,3
4364,Yes,1999,36,Male,Yes,No,0
4365,Yes,1998,18,Male,Yes,Yes,2
4366,Yes,2002,53,Female,No,Yes,1
4367,No,2001,18,Male,No,Yes,4
4368,Yes,1998,26,Male,Yes,Yes,2
4369,Yes,2001,25,Male,Yes,Yes,0
4370,Yes,2000,24,Male,Yes,Yes,4
4371,Yes,1998,16,Male,Yes,Yes,0
4372,Yes,1999,49,Female,No,Yes,3
4373,No,1997,30,Male,No,No,0
4374,No,1998,19,Male,No,Yes,3
4375,Yes,2000,44,Male,No,Yes,0
4376,No,2001,18,Male,No,Yes,0
4377,No,2001,18,Male,Yes,No,3
4378,Yes,1998,15,Male,Yes,Yes,0
4379,Yes,2001,29,Male,Yes,Yes,0
4380,Yes,1999,21,Male,No,No,3
4381,Yes,1999,22,Male,No,No,1
4382,Yes,2000,38,Female,Yes,Yes,0
4383,Yes,2002,36,Male,Yes,Yes,4
4384,Yes,2001,16,Male,Yes,Yes,0
4385,Yes,1998,17,Male,Yes,Yes,1
4386,Yes,2002,19,Male,Yes,No,1
4387,Yes,2000,20,Male,Yes,Yes,0
4388,Yes,2000,19,Male,Yes,Yes,2
4389,No,1999,17,Male,Yes,Yes,1
4390,Yes,2000,18,Male,No,Yes,2
4391,Yes,1999,26,Male,Yes,Yes,3
4392,Yes,2001,19,Male,Yes,Yes,0
4393,Yes,1997,23,Male,Yes,No,0
4394,Yes,2000,22,Male,Yes,Yes,0
4395,Yes,2000,25,Male,No,Yes,2
4396,Yes,2000,31,Male,Yes,Yes,3
4397,Yes,2000,22,Male,Yes,Yes,2
4398,Yes,2000,31,Male,Yes,Yes,2
4399,Yes,2001,24,Male,Yes,Yes,0
4400,Yes,2000,20,Male,Yes,No,3
4401,Yes,2000,31,Male,Yes,Yes,0
4402,Yes,2000,23,Male,Yes,Yes,0
4403,Yes,2001,18,Male,Yes,Yes,0
4404,Yes,1999,30,Male,Yes,Yes,2
4405,Yes,1999,22,Male,No,Yes,3
4406,Yes,2000,18,Male,Yes,Yes,3
4407,Yes,2001,19,Male,Yes,Yes,1
4408,Yes,1997,43,Male,No,Yes,1
4409,Yes,1999,18,Male,No,No,1
4410,Yes,1998,17,Male,No,No,2
4411,Yes,2001,16,Female,Yes,Yes,0
4412,Yes,2002,17,Male,Yes,Yes,1
4413,Yes,1997,33,Male,No,No,3
4414,No,2000,31,Male,Yes,Yes,3
4415,No,2000,35,Male,Yes,Yes,3
4416,Yes,1999,22,Male,Yes,Yes,4
4417,Yes,2001,33,Male,Yes,Yes,0
4418,Yes,1999,19,Male,Yes,Yes,1
4419,Yes,2001,27,Male,Yes,Yes,1
4420,Yes,2000,23,Male,Yes,Yes,0
4421,No,1999,19,Male,Yes,Yes,0
4422,Yes,1997,20,Male,No,Yes,3
4423,Yes,2000,20,Male,Yes,Yes,0
4424,Yes,1999,21,Male,Yes,Yes,1
4425,Yes,1998,42,Male,Yes,Yes,0
4426,Yes,1998,19,Female,Yes,Yes,0
4427,Yes,2001,37,Male,Yes,Yes,2
4428,Yes,2001,20,Male,Yes,Yes,1
4429,No,1998,22,Female,No,Yes,4
4430,Yes,1998,18,Male,No,Yes,4
4431,No,2001,34,Male,Yes,Yes,4
4432,Yes,1999,17,Male,Yes,Yes,0
4433,Yes,1998,16,Female,Yes,Yes,4
4434,Yes,1999,20,Male,Yes,Yes,1
4435,Yes,1999,50,Male,No,Yes,3
4436,Yes,2000,18,Female,Yes,Yes,0
4437,Yes,2001,22,Male,Yes,Yes,0
4438,Yes,2002,18,Male,Yes,Yes,0
4439,Yes,2000,22,Male,Yes,Yes,0
4440,Yes,1997,19,Male,Yes,No,2
4441,Yes,2000,22,Male,Yes,Yes,4
4442,Yes,2000,22,Male,Yes,No,6
4443,Yes,1999,35,Male,Yes,Yes,2
4444,Yes,2000,23,Male,Yes,Yes,1
4445,Yes,1997,19,Female,No,No,0
4446,Yes,2000,24,Female,No,Yes,2
4447,No,1997,22,Male,No,No,2
4448,Yes,2000,23,Male,Yes,Yes,0
4449,Yes,1998,22,Male,Yes,Yes,2
4450,Yes,1999,18,Male,Yes,Yes,0
4451,Yes,1999,20,Male,Yes,Yes,2
4452,No,2000,26,Male,Yes,Yes,4
4453,Yes,2000,22,Male,Yes,Yes,0
4454,Yes,1998,17,Male,Yes,Yes,1
4455,Yes,2000,48,Male,Yes,Yes,2
4456,Yes,2000,25,Male,Yes,Yes,0
4457,Yes,2001,28,Male,No,Yes,0
4458,Yes,2001,22,Female,Yes,Yes,0
4459,Yes,1999,17,Male,Yes,Yes,1
4460,Yes,1999,24,Male,Yes,Yes,1
4461,No,2001,13,Male,Yes,Yes,3
4462,Yes,1998,18,Male,Yes,Yes,0
4463,Yes,1997,15,Male,Yes,No,0
4464,Yes,2002,23,Male,Yes,Yes,0
4465,Yes,2002,15,Male,Yes,Yes,0
4466,No,1999,15,Male,Yes,Yes,3
4467,No,2000,17,Male,Yes,No,3
4468,Yes,1999,24,Male,Yes,Yes,1
4469,No,2001,51,Male,No,Yes,1
4470,No,1997,41,Male,No,No,2
4471,Yes,1998,17,Male,Yes,Yes,2
4472,Yes,2000,16,Male,Yes,Yes,0
4473,Yes,2001,17,Male,No,Yes,0
4474,Yes,2001,22,Male,Yes,Yes,4
4475,Yes,2000,42,Male,Yes,Yes,3
4476,Yes,2000,19,Male,Yes,Yes,3
4477,Yes,1999,16,Male,Yes,Yes,3
4478,No,1999,25,Male,No,No,3
4479,Yes,1999,14,Male,Yes,Yes,0
4480,Yes,1998,59,Male,No,Yes,2
4481,Yes,2001,20,Female,No,No,0
4482,Yes,2001,21,Female,Yes,Yes,0
4483,Yes,1999,19,Male,No,Yes,0
4484,Yes,2000,20,Male,Yes,Yes,1
4485,Yes,2000,18,Male,Yes,Yes,0
4486,Yes,1999,34,Male,No,Yes,3
4487,No,2000,20,Male,No,Yes,0
4488,Yes,1999,19,Male,Yes,Yes,0
4489,No,2002,20,Male,No,Yes,0
4490,Yes,2000,44,Male,Yes,Yes,0
4491,Yes,2001,24,Male,Yes,No,0
4492,Yes,2000,21,Male,Yes,Yes,1
4493,Yes,2000,29,Male,Yes,Yes,1
4494,Yes,1999,19,Male,Yes,Yes,0
4495,Yes,2001,21,Male,Yes,Yes,4
4496,Yes,1999,35,Male,Yes,Yes,0
4497,Yes,2000,33,Male,Yes,Yes,0
4498,Yes,1999,17,Male,Yes,Yes,2
4499,Yes,1998,22,Male,Yes,Yes,0
4500,Yes,2002,16,Male,Yes,Yes,3
4501,Yes,2000,22,Male,Yes,No,3
4502,Yes,1998,25,Male,Yes,Yes,0
4503,Yes,2000,22,Male,Yes,Yes,3
4504,Yes,1999,22,Female,No,Yes,4
4505,Yes,1998,28,Male,Yes,Yes,2
4506,Yes,1997,32,Male,No,No,3
4507,Yes,2000,26,Male,Yes,Yes,0
4508,Yes,2000,14,Male,Yes,Yes,2
4509,Yes,1999,20,Male,No,Yes,1
4510,Yes,2002,45,Male,Yes,Yes,3
4511,No,2001,33,Male,Yes,Yes,4
4512,No,2001,23,Male,Yes,Yes,5
4513,Yes,2000,17,Male,Yes,Yes,0
4514,Yes,2001,17,Male,Yes,Yes,1
4515,Yes,2001,34,Female,Yes,Yes,0
4516,Yes,2001,28,Male,No,Yes,3
4517,Yes,1999,23,Male,Yes,Yes,4
4518,Yes,2000,45,Male,Yes,Yes,1
4519,No,2000,27,Male,Yes,Yes,0
4520,Yes,1999,23,Male,Yes,Yes,0
4521,Yes,2001,43,Male,Yes,Yes,0
4522,Yes,1998,17,Female,Yes,Yes,0
4523,No,1997,28,Male,Yes,No,2
4524,Yes,1998,18,Male,No,Yes,3
4525,Yes,1998,14,Male,Yes,Yes,1
4526,Yes,1999,17,Male,Yes,Yes,4
4527,No,2000,22,Male,No,No,6
4528,No,2002,18,Male,Yes,Yes,0
4529,Yes,2001,33,Male,Yes,Yes,3
4530,Yes,2001,26,Male,Yes,Yes,0
4531,Yes,2001,18,Male,Yes,Yes,0
4532,No,1997,18,Male,Yes,No,0
4533,Yes,1997,17,Female,Yes,No,0
4534,Yes,1998,26,Male,Yes,Yes,4
4535,Yes,2000,20,Male,Yes,Yes,0
4536,Yes,1998,19,Male,Yes,Yes,0
4537,Yes,2000,16,Male,Yes,Yes,0
4538,Yes,2001,24,Male,Yes,Yes,0
4539,No,1999,18,Male,Yes,Yes,3
4540,Yes,1998,25,Male,Yes,Yes,3
4541,Yes,2000,17,Male,Yes,Yes,0
4542,Yes,1999,17,Female,Yes,Yes,3
4543,Yes,2001,28,Male,Yes,No,1
4544,Yes,1998,21,Male,No,Yes,2
4545,Yes,1997,23,Male,Yes,No,3
4546,Yes,2001,15,Male,Yes,Yes,1
4547,No,1998,24,Male,No,Yes,3
4548,No,2001,15,Male,Yes,Yes,1
4549,Yes,1998,13,Male,Yes,Yes,0
4550,Yes,2000,19,Male,Yes,Yes,2
4551,Yes,2000,17,Male,Yes,Yes,1
4552,Yes,2001,23,Male,Yes,Yes,0
4553,Yes,1997,37,Male,Yes,Yes,4
4554,Yes,2000,18,Female,Yes,Yes,0
4555,Yes,2001,17,Male,Yes,Yes,2
4556,Yes,1998,29,Male,No,No,0
4557,Yes,1997,34,Male,Yes,Yes,3
4558,Yes,2000,34,Male,Yes,Yes,2
4559,Yes,1999,17,Male,Yes,Yes,0
4560,Yes,2001,20,Male,Yes,Yes,1
4561,Yes,2001,20,Male,Yes,Yes,3
4562,Yes,2000,22,Male,Yes,Yes,2
4563,Yes,1999,27,Male,Yes,Yes,1
4564,Yes,1997,20,Male,Yes,No,2
4565,No,2001,22,Male,Yes,Yes,2
4566,Yes,2001,20,Male,Yes,Yes,3
4567,Yes,1998,22,Male,Yes,Yes,2
4568,No,1999,33,Male,No,Yes,3
4569,Yes,2000,15,Male,Yes,Yes,1
4570,Yes,2001,19,Male,No,Yes,1
4571,No,1997,26,Male,Yes,No,2
4572,Yes,2001,27,Male,No,Yes,3
4573,Yes,1999,17,Male,Yes,Yes,2
4574,Yes,1999,44,Female,Yes,Yes,0
4575,Yes,2001,23,Male,Yes,Yes,4
4576,Yes,2001,17,Male,Yes,Yes,0
4577,Yes,1999,16,Female,Yes,Yes,0
4578,Yes,1999,21,Male,Yes,No,0
4579,Yes,2001,25,Male,Yes,Yes,1
4580,Yes,1999,26,Male,Yes,Yes,1
4581,Yes,2000,27,Male,Yes,Yes,0
4582,Yes,1997,22,Male,Yes,No,0
4583,Yes,2000,24,Male,Yes,Yes,0
4584,Yes,2001,19,Male,Yes,Yes,0
4585,Yes,1999,20,Male,Yes,Yes,0
4586,Yes,2001,23,Male,No,Yes,0
4587,Yes,2000,19,Male,Yes,Yes,0
4588,Yes,2001,36,Male,Yes,Yes,0
4589,No,1999,19,Male,Yes,No,0
4590,Yes,2002,28,Male,Yes,Yes,3
4591,Yes,1999,19,Male,Yes,Yes,3
4592,Yes,1998,23,Male,Yes,No,3
4593,No,2000,21,Male,Yes,Yes,4
4594,Yes,1998,48,Male,Yes,Yes,1
4595,No,2000,24,Male,Yes,Yes,4
4596,Yes,2000,49,Male,No,Yes,3
4597,No,1998,18,Male,Yes,Yes,2
4598,Yes,1999,22,Male,No,Yes,1
4599,No,1998,16,Male,Yes,No,1
4600,Yes,1999,17,Male,Yes,Yes,0
4601,Yes,2001,18,Male,Yes,Yes,2
4602,No,1997,20,Male,Yes,No,5
4603,Yes,2000,17,Male,Yes,Yes,3
4604,Yes,2000,17,Male,Yes,Yes,1
4605,Yes,2002,18,Male,No,Yes,2
4606,Yes,1998,18,Male,No,Yes,0
4607,No,1998,19,Male,Yes,No,0
4608,Yes,1998,22,Male,Yes,Yes,0
4609,Yes,1997,47,Male,Yes,No,0
4610,Yes,2001,28,Male,Yes,No,4
4611,Yes,2000,19,Male,Yes,Yes,0
4612,Yes,2001,16,Female,Yes,Yes,0
4613,Yes,2001,18,Male,Yes,Yes,1
4614,Yes,2001,22,Female,No,Yes,3
4615,Yes,2000,21,Male,Yes,Yes,0
4616,Yes,2000,35,Male,Yes,Yes,0
4617,Yes,2001,18,Male,Yes,No,0
4618,Yes,1998,20,Male,Yes,Yes,1
4619,Yes,2001,21,Male,No,Yes,1
4620,Yes,2000,23,Male,No,Yes,3
4621,No,2002,40,Male,Yes,No,3
4622,Yes,1998,26,Male,Yes,Yes,0
4623,Yes,1997,14,Male,Yes,Yes,0
4624,No,1998,26,Male,Yes,No,1
4625,Yes,2001,14,Male,Yes,Yes,0
4626,Yes,1998,20,Male,Yes,Yes,3
4627,Yes,2002,22,Male,Yes,Yes,0
4628,Yes,2000,17,Male,Yes,Yes,3
4629,Yes,2000,18,Male,Yes,Yes,1
4630,Yes,2001,18,Male,Yes,Yes,1
4631,Yes,2001,40,Male,No,Yes,2
4632,Yes,2000,58,Male,No,Yes,3
4633,Yes,2000,25,Male,Yes,Yes,1
4634,Yes,2001,18,Male,Yes,Yes,0
4635,Yes,1999,21,Male,Yes,Yes,4
4636,No,1997,28,Male,No,No,0
4637,Yes,2001,25,Male,Yes,Yes,4
4638,Yes,1999,20,Male,Yes,Yes,2
4639,Yes,2001,21,Male,Yes,Yes,0
4640,Yes,1998,19,Male,Yes,Yes,0
4641,Yes,1998,28,Male,Yes,Yes,2
4642,Yes,1997,21,Male,No,Yes,4
4643,Yes,2001,17,Male,Yes,Yes,1
4644,Yes,1999,26,Male,Yes,No,4
4645,Yes,1999,22,Male,Yes,Yes,1
4646,No,2002,21,Male,No,Yes,2
4647,Yes,1998,17,Male,Yes,Yes,0
4648,Yes,1997,31,Male,Yes,Yes,0
4649,Yes,2000,22,Male,Yes,Yes,0
4650,Yes,2000,20,Female,Yes,Yes,0
4651,Yes,1997,17,Female,Yes,No,1
4652,Yes,1998,22,Male,Yes,Yes,4
4653,No,1998,19,Male,Yes,Yes,0
4654,Yes,2000,37,Male,Yes,Yes,0
4655,Yes,2000,17,Male,Yes,Yes,1
4656,Yes,2000,17,Male,Yes,Yes,0
4657,Yes,1998,26,Male,Yes,No,1
4658,Yes,1999,23,Male,Yes,Yes,0
4659,No,1997,19,Male,Yes,Yes,2
4660,Yes,1999,18,Male,No,No,4
4661,Yes,2000,37,Male,Yes,Yes,2
4662,Yes,2001,46,Male,Yes,Yes,0
4663,Yes,1999,18,Male,Yes,Yes,0
4664,Yes,1998,41,Female,No,Yes,0
4665,Yes,2001,26,Male,Yes,Yes,4
4666,Yes,1997,21,Male,Yes,No,0
4667,Yes,1998,20,Male,Yes,Yes,3
4668,Yes,2001,23,Male,No,Yes,3
4669,Yes,2000,17,Male,No,Yes,0
4670,Yes,2001,45,Male,Yes,Yes,3
4671,Yes,1997,21,Male,Yes,No,1
4672,Yes,2001,19,Male,Yes,Yes,0
4673,Yes,1998,16,Male,Yes,Yes,3
4674,Yes,1999,28,Female,Yes,Yes,0
4675,Yes,1999,15,Male,Yes,Yes,4
4676,Yes,2000,30,Male,Yes,Yes,0
4677,Yes,1998,28,Male,Yes,Yes,3
4678,Yes,1998,38,Female,No,Yes,0
4679,Yes,2001,17,Male,Yes,Yes,1
4680,Yes,2001,17,Male,Yes,Yes,0
4681,No,1997,18,Male,Yes,Yes,5
4682,Yes,2000,15,Male,Yes,Yes,1
4683,Yes,2001,32,Male,No,Yes,4
4684,No,1999,18,Male,Yes,Yes,4
4685,No,2000,41,Male,Yes,Yes,2
4686,Yes,1997,23,Male,Yes,Yes,3
4687,No,2002,25,Male,No,Yes,2
4688,Yes,2002,20,Male,Yes,Yes,1
4689,Yes,1999,21,Male,Yes,Yes,4
4690,Yes,1999,44,Female,Yes,Yes,0
4691,Yes,2000,21,Male,Yes,Yes,0
4692,Yes,2002,24,Male,No,Yes,0
4693,Yes,1998,18,Male,Yes,Yes,2
4694,No,1999,18,Male,No,Yes,0
4695,Yes,1999,28,Male,No,Yes,5
4696,Yes,2000,15,Male,Yes,Yes,4
4697,Yes,1997,18,Male,Yes,No,0
4698,No,1997,33,Male,Yes,No,5
4699,Yes,2000,30,Male,Yes,Yes,2
4700,Yes,1999,24,Male,Yes,Yes,0
4701,Yes,1998,21,Female,Yes,Yes,0
4702,Yes,1999,17,Male,No,Yes,3
4703,No,2001,16,Male,No,Yes,4
4704,Yes,1998,16,Female,Yes,Yes,0
4705,Yes,1998,26,Male,Yes,Yes,2
4706,Yes,2000,18,Male,Yes,Yes,0
4707,Yes,2001,18,Male,Yes,Yes,0
4708,No,1999,39,Male,Yes,No,4
4709,Yes,2000,17,Male,Yes,No,0
